clean text,polarity,subjectivity,location,,sentiment,,notes
Thank moment sanity amp real question amp -…,-0.35,0.75,,,,,
Thank sharing Have done research Kratom I use/used stop taking prescribed opi…,0,0,"Brookport, Illinois, US",,,,
Thank statements Decriminalizing Opiods people get treatment prison Kam…,-0.125,0.4,"Austin, TX",,,,
Thank understanding If “ system ” offered options and/or solutions…,0.1,0.2,,,,,
thanks shoddy reporting Americans n't know wants combat opio…,0.5,0.6,nowhere ,,,,
thanks shoddy reporting Americans n't know wants combat opiod cris…,-0.281818182,0.583333333,,,,,
Thanks show The opiod crisis inacti…,-0.7,0.666666667,Norwich & London.,,,,
That ’ true Opiod hoax,0.1,0.2,"Houston, Texas 77080",,,,
That got A funny MEME You ’ justify position steal extort 60M da…,0,0,,,,,
That opiod question objectively great question,0.1,0.2,,,,,
That 's great please talk anti-opiod campaigning,0,0,va beach,,,,
That 's one understand broken rudimentary French Perhaps Trudeau pass som…,0,0,,,,,
That 's point Liberal Media wont take mins talk wants Vaping Opiod prob…,0,0,"Toronto, Ontario",,,,
That 's problem way think ... You say 's fine ski…,0.1,0.2,,,,,
That 's well good doesnt mean would bearing opiod use/abuse,0,0,C eh N eh D eh !,,,,
That see HBO Since opiod-drug crisis hits white people course white priv…,0.1,0.2,,,,,
That seem take I thought interesting others thought decriminalizing…,0.1,0.2,,,,,
That would mental health crisis combined opiod usage amp skank DNA,0,0,,,,,
That would nice thought overwhelming especially way manage dep…,0.5,1,belly of the beast.,,,,
The adictions many dont start street starts injury…,-0.7,0.666666667,"Missouri, USA",,,,
The Afghan invasion nothing stem tide opiods fact production increased…,0.1,0.2,So Cal,,,,
The Alberta government joined B.C 's lawsuit recover costs related opioid crisis …,0.1,0.2,,,,,
The Antichrist demonic look He appear good person cares answers a…,-0.083333333,0.216666667,"Jackson, MS",,,,
The average American idea deeply Satanism infiltrated permeated every strata American society,-0.083333333,0.216666667,Arkansas➡️ Dallas ,,,,
The beginning talk players union allowing players use weed pain management So…,0,0,"Muskoka, Ontario",,,,
The Beryozka Dance Ensemble whos steps small look floating,-0.35,0.75,"Under a system of, WS",,,,
The Cost Opiods n't news WV Putting price Tag HUMAN life easy FAIL…,0.1,0.2,"New York, NY",,,,
The current `` Opiod Crisis '' primarily stem I note long ru…,0,0,Texas,,,,
The Cuyahoga Opiod sp disbursement monitored political parties independent council.All of…,0.1,0.2,,,,,
The Dangerous Changes That occurred Young Adults Addic…,0.1,0.2,"Arizona, USA",,,,
The DEA come Fentanyl opiods heroine coke ... Thats crazy,0.1,0.2,"California, USA",,,,
The details opiod crisis staggering Staggering But need Methodone etc,0.151515152,0.393939394,In the Spirit World,,,,
The devastating amp need solutions One company SGI incl amp restricted once…,0,0,,,,,
The devastating amp need solutions One company SGI incl amp restricted…,0.1,0.2,3rd Stone from the Sun,,,,
The DNC chair remembering struggling opiod addiction means lot,0.1,0.2,"Columbus, OH",,,,
The doctor charged killing patients overdoses fentanyl drug led tens thousands deaths o…,0.1,0.2,,,,,
The doctor charged killing patients overdoses fentanyl drug led tens thousands of…,0.1,0.2,Toronto ON,,,,
The DOJ State Attorneys General holding accountable pharmaceutical companies opiods including one…,0.1,0.2,,,,,
The excuse usually patient lacks self control besides doc…,0.1,0.2,,,,,
The Food Drug Admin kills times people opiods approving substances food tha…,0.1,0.2,,,,,
The good news opiod starts wear I eaten half pouch food regular portion I am…,0.1,0.2,Jo Tracy  ,,,,
The good news opiod starts wear I eaten half pouch food regular portion I really…,0.1,0.2,Jersey Girl via PA via Cali,,,,
The guy wants legalize opiods ... ’ done,0.1,0.2,"Grand Rapids, Michigan USA",,,,
The heroin illcit fentynal sure show soon told Physicians cut o…,0.1,0.2,where I am,,,,
The indigenous people know uses natural substances especially results far surpassed th…,0.1,0.2,"Arlington, VA | New York, NY",,,,
The integrity country endurance democracy stake That ’ real issue.…,0.1,0.2,"Washington, D.C.",,,,
The involved The Opiod epidemic started after…,0.075,0.325,,,,,
The judge made `` miscalculation '' forgot 's `` That last time I use calculator '' said.…,-0.2,0.2,,,,,
The Kurds saved many US soldiers able come home You 're siding Turke…,0,0,Muskoka,,,,
The lawsuit PG amp E failure insomuch corporate veil pierced far we…,0,0.1,,,,,
The Market insane,0,0,"Springfield, IL",,,,
The nightmare everyone worried tied opioids spike A cluster of…,0,0,"Los Angeles, CA",,,,
The opinion man people midst year opiod epidemic We may…,0,0,,,,,
The opiod company question defrauded doctors patients cre…,0.375,0.875,"seymour, tn",,,,
The opiod company question defrauded doctors patients create…,0,0.5,,,,,
The opiod crises drop compared going years This messing inter…,0,0,,,,,
The opiod crisis born Obama-Biden admin actually fighting Ameri…,-0.2,0.5,the moon,,,,
The Opiod crisis getting hand,-0.325,0.383333333,Deep Inside The Earth,,,,
The opiod crisis second biggest hoax country global warming Overdoses primarily addicts…,0,0,"Houston, Texas",,,,
The opiod crisis self inflicted,0,0,,,,,
The opiod crisis sponsored Frito-Lay™,0.275,0.425,Massachusetts ,,,,
THE OPIOD CRSIS WAS CREATED BY THE FDA NOT DOC TO UNDERSTAND THIS YOU NEED TO VIST A EMERGENCY ROOM A THAT IS A…,0,0,United States,,,,
The opiod epidemic ’ going solved legalized heroin That ’ uninformed dumb woke ov…,0,0,"Philadelphia, PA",,,,
The opiod epidemic another creation CIA amp big pharma When CIA saw Marijuana lega…,0,0,"Hamilton, Ontario",,,,
The opiod epidemic making Christian Right hell lot money This requires lot f…,-0.291666667,0.541666667,"Philadelphia, PA",,,,
The opiod epidemic making Christian Right hell lot money This requires lot fraud…,0,0,"Philadelphia, PA",,,,
The opiod epidemic NOT reason Closing shelters resources Bakersf…,-0.6,0.8,Madi,,,,
The opiod epidemic proven line blurred 's nearly indistinguishable point..,-0.35,0.75,"Fresno, Ca",,,,
The Opiod epidemic result “ Patient Satisfaction Surveys ” important thing many healthcar…,0.5,0.888888889,"Miami, fl",,,,
The opiod epidemic seems Chronic pain patients many suffering p…,0.5,1,Amanzimtoti//Morokweng ,,,,
The opiod episemic blamed doctors protect big pharma Like country even close close…,-0.013636364,0.704545455,Stray Sheep,,,,
The opiod frenzy ridiculous I friend 'd using opiods chronic pain for…,0,0,,,,,
The Opiod Shuffle,0.2,0.2,,,,,
The opiods crisis affects Black people stop saying ’ white people ’ problem,-0.35,0.75,"Philadelphia, PA",,,,
The pain associated often nagging unless accidental instant rel…,0,0,,,,,
The paucity solid information WV ’ HIV outbreak deeply concerning Have called outbreak What i…,0,0,Florida,,,,
The paucity solid information WV ’ HIV outbreak deeply concerning Have called outbreak What the…,0,0,crazytown,,,,
The people truly feel bad people close Skaggs There argument aware…,0,0,,,,,
The pharmacy companies always new opiods super addictive..My opion …,0,0,Northeast USA,,,,
The problem `` opiod relief '' It 's pharmaceuticals medical i…,0.375,0.875,"Walnut Creek, CA",,,,
The reason opiod crisis United States careless …,-0.35,0.75,,,,,
The rest Canada n't hate We look like friend 've since elementary…,-0.35,0.75,LosAngeles,,,,
The ridiculous part prescription opiods arent even involved fake crisis Its caused illicit fentanyl china,-0.35,0.75,North Florida ,,,,
The right due process completely forgotten ga…,0,0,,,,,
The Sackler family SC Johnson family Johnson Johnson board ... I name mo…,0,0,,,,,
The single greatest threat facing POS country opiods 's terrorism it'…,-0.35,0.75,"Florida, USA",,,,
The st halloween I ever able actually go kids So I keep things good feom day this…,0,0,USA,,,,
The state data base black box I seen several divorces family l…,0,0,"Lakeland,FL",,,,
The Surveillance Plane Is To Reduce The Homicide Rate In Our Four Major High Crime Areas We Speak Out Against Hom…,0,0,"Conshohocken, PA",,,,
The term `` white supremacy '' overcharged It impl…,-0.4,0.7,"Side of a Mountain, Gaming, TN",,,,
The tomato model Legal marijuana HUNGRY amp HORNY Oh yeah The politicians…,0,0.5,Probaby on a golf course,,,,
The turkish problem americas problem screwed country job resp…,-0.35,0.75,,,,,
The Walton fortune built wage theft amp anti-competitive practices Ditto Bezos…,-0.35,0.75,Everwhere,,,,
The way addictions treated- Opiods- big pharma made problem Heroin- get safe injection sites a…,-0.4,0.75,"Colorado, USA",,,,
The withdrawals kill alcohol withdrawal It SUCKS withdrawing fro…,0,0,"Tacoma, WA",,,,
Then 's Appalachian Way around since B.C consists one sing…,-0.35,0.75,,,,,
Then take amount use taking O.D laced Fentanyl China bi…,-0.4,0.75,the Future,,,,
There gang violence core cities opiod crisis across nation and…,-0.5,1,Wales,,,,
There justice opiod manufacturers distributors ’ face criminal prosecution t…,0.2,0.4125,,,,,
There never `` opiod epidemic '' NOT rise prescription related deaths We h…,-0.35,0.75,"Alabama, USA",,,,
There nothing heartwrenching hearing cries pain loved one another room knowing nothi…,-0.4,0.75,BX turned BK turned NJ,,,,
There nothing unintended They knew could happen CPPs opiod therapy an…,0.2,0.725,"Anaheim, CAlifornia",,,,
There people take opiods regular basis abuse get addicted,0,0.4,,,,,
There plenty upside decriminalization opiods Portugal one wor…,-0.35,0.75,Mack Town Ga.,,,,
There plenty white American drunks mention drug addicts consume met…,0,0,Rocky point,,,,
There 's already numerous studies want I could direct resou…,0,0,Montreal/Tiohtià:ke,,,,
There 's difference legitimate usage misuse/ abuse NIDA estimates -30 ODs ar…,-0.35,0.75,,,,,
There 's lot talk opiod epidemic crack hit Black community 's y'all told us '…,0,0,"Hasbrouck Heights, NJ",,,,
There 's lot talk opiod epidemic crack hit Black community 's y'all told us 'Jus…,-0.35,0.75,,,,,
There 's pretty bad opiod problem Ohio I n't see much I Cent…,0.1,0.3,"Baltimore, MD",,,,
There time opiods n't handed like candy You 're eected pain discom…,0,0,"Winter Park, Colorado",,,,
There way opiod growing country masters would ever ever have…,0.25,0.333333333,"Colorado, USA",,,,
THERES A SESAME STREET CHARACTER WITH A MOM ADDICTED TO OPIODS ASFGSGTFJDUIDURH IM CRYING,0.6,0.9,"Irondequoit, NY",,,,
These cities must supporting Chinese opiod crisis US,0.308333333,0.683333333,"Irondequoit, NY",,,,
These politicians addicted b…,0.35,0.525,,,,,
They ’ proven addiction genetic ’ opiods ’ matter time before…,0,0,SQDC,,,,
They also largest erter OPIODS USA,0.05,0.366666667,NYC Area,,,,
They doling antibiotics opiods like sweets wrong w…,0.05,0.366666667,Portland Maine,,,,
They fail realize opiods prescribed pain Horrible debilitating sometimes chronic pain.…,0.2125,0.5875,,,,,
They focusing way much death overdose amp opiods enemy s…,0,0,"Gainesville, Florida, USA",,,,
They n't care crack 's I REALLY n't care current opiod `` crisis…,-0.5,0.9,"London, England",,,,
They n't stop BritBongs We got ta reverse flow opiods,0,0,Here and there,,,,
They n't test opiods ... .yet,-0.1,0.4,"Winnipeg,Manitoba",,,,
They n't tested opiods Some players may known ... 'll found soon enough I 'd bet Fi…,0.175,0.65,,,,,
'They 're nothing high level dope dealers Kamala onnsendijg company executives prison their…,0.145454545,0.518181818,Killadelphia,,,,
They 're opiods,0.5,0.5,United States,,,,
They snatch opiods away quickly days folks really qualify mg advil Doc helps Use occ…,0,0,"Chicago, IL",,,,
They testing PEDs opiods,0.175,0.7,Liverpool,,,,
They totally touch Kentucky bad shape financially opiod epidemic illness amp wo…,0.5,0.5,"Columbus, OH",,,,
They want fine incarcerate Pharma exec 's opiods deaths Gun manufacturers gun dea…,0.5,0.5,"Portland, OR",,,,
They want sympathy opiod `` crisis '' n't give back crack epidemic,0,0,"Portland, OR",,,,
They wanted skip opiod stepped Yeah,0.35,0.65,Colorado,,,,
Things From REVENGE OF THE SITH Think About When You Lose Hope Over Rise Opiods,-0.5,0.3,"Winnipeg,Manitoba",,,,
Things I ’ really like talk I ’ lost three best friends opiod addiction They got caugh…,0.166666667,0.666666667,,,,,
Things I ’ really like talk I ’ lost three best friends opiod addiction They got caught u…,0,0,"Michigan, USA",,,,
Think much wealthier productive healthy happy housed unaddicted amp non-violent society wo…,0.25,0.5,"wash heights, Neo Yokio",,,,
This drill ... Forest fires ... Flooding ... We verge complete ecological collapse No w…,0,0,Central Florida,,,,
This drill ... Forest fires ... Flooding ... We verge complete ecological collapse No wonder we…,0.214285714,0.571428571,yelling at my crappy teams,,,,
This exactly sits back enjoys popcorn watching constituents OD opiods,0,0,Toronto,,,,
This good least know 're dreaming Nice platitudes gove…,-0.2,0.3,"Lakeville, Minnesota, USA",,,,
This grandma comes w kids ... Both parents gone opiods Mia w…,-0.1,0.2,USA,,,,
This horrific Add doc telling us video I beyond horrified Is this…,0.049107143,0.517857143,"Earth, mostly Chicago",,,,
This horrific With doc telling us video I beyond horrified Are young people…,0,0,,,,,
This image looks like shooting gallery near mother 's house Opiods drugs now…,0,0,,,,,
This incompetent pseudo wan na bee never suffered spinal injuries battle wounds MS many defects…,0.25,0.5,"Toronto, ON, Canada",,,,
THIS IS SO GOOD BUT THEN YOU REMEMBER THAT HBO BOUGHT THE RIGHTS TO SESAME STREET AND NOW POOR CHILDREN WITH PARENT…,0.25,0.55,the nearest cup of coffee,,,,
This Johnson amp Johnson helped fuel opiod epidemic amp loser court battles cancer caus…,-0.4,0.6,the nearest cup of coffee,,,,
This normal people start using opiods already affect…,0,0,"London, England",,,,
This part bigger media hyped `` opiod crisis '' based upon admittedly fa…,0.6,0.3,"East Bay, CA",,,,
This poorly put together strawman I cant even connect do…,0.375,0.875,"Nashville, TN",,,,
This sad People use taking opiods care real Dr Need realize when…,0,0,Cimarron Kansas,,,,
This th national debate AGAIN I ABSOLUTELY DISAPPOINTED W/ But sir r…,0,0.25,Indianapolis,,,,
This turn much worse Opiod crisis,0.153333333,0.43,Tasmania,,,,
tho let ’ clear ’ bc opiod crisis framed “ ” I.e white issue problem impacting poo…,0,0,Murland,,,,
tho let ’ clear ’ bc opiod crisis framed “ ” I.e white issue problem impacting…,0,0,,,,,
Those kids ca n't even spell opiod,0,0,Eternity ,,,,
Thought pretty rough night Did n't get lot time n't win engagement guns imo ha…,0.5,0.888888889,,,,,
thought 'risky become widely used drug says author CBC Radio,0,0,MN,,,,
Three asks Yang plan decriminalize small amounts opiods He elains Beto agrees,-0.09375,0.375,"Little Rock, AR",,,,
Throwback Thursday Recall u running Opiod Pill Mill Alto amp Magnham making Big Bank…,0,0,"Nashville, TN",,,,
Throwback Thursday Recall u running Opiod Pill Mill Alto amp Magnham making Big…,0,0,Canada,,,,
To people fighting `` opiod addiction '' stop abusing drugs Wow That easy,0.003787879,0.193181818,Columbia University,,,,
Today pain day I sitting bed inflammatory impossible get rid pain day Already took many…,0,0,South Africa ,,,,
Today pain day I sitting bed inflammatory impossible get rid pain day Already took…,0,0.1,"Germiston, South Africa",,,,
Today World Mental Health Day 🤯 Reach struggling Let know 're 🤗Talk about…,0,0,"Los Angeles, CA",,,,
told truth real Americans opiod crisis It n't big pharma doctors darkweb fentany…,0.136363636,0.454545455,"Los Angeles, CA",,,,
Tom Steyer ... said opiod saddest tragedy ... UGGHHH white male,0.136363636,0.454545455,"New York, USA",,,,
Tonight night also running bit rude Good Job …,0,0,Where my rescue dogs are...,,,,
Too bad lose loved one opiod overdose due Doctors push pain pi…,0.145454545,0.518181818,"Collegeville, PA",,,,
Too bad u raked money Opiod Industry us actually think you…,0,0,Where my rescue dogs are...,,,,
Topped drugs tonight pleased I opiods back pocket X,0,0.25,"Denver, CO",,,,
tore opiod question Fantastic fucking answer,0,0.25,"Tucson, AZ",,,,
town mindsick designed dominatus grows group brainless opiod addicted mean stupid gr…,0.25,1,"California, USA",,,,
Tragic Opiods fuck The migrant poppy boys surely made situation worse In kinds ways,0,0,Global,,,,
trash let build studio con ’ put thoughtless media sesame street HAVE WE COVERED THE FUCKING OPIOD CRISIS YET,0,0.125,"Cincinnati, OH",,,,
Treat like drug addict But think great place would metha done clinic Makes much sen…,0,0,,,,,
True already trying rid future opioid users Getti…,0,0,Upstate NY,,,,
true CPP need Opiods control pain,-0.220833333,0.5625,"Pennsylvania, USA",,,,
True doctor completely different treatment different addiction many different…,0,0,United States,,,,
Trump illegitimate fraud opiod Marsha,0.5,0.5625,"Massachusetts, USA",,,,
Trump made opiod epidemic rich fhe drug lobbyist,0.5,0.6,"Kentucky, USA",,,,
Trumpism Faux News xenophobia amp opiods That 's replaced Judeo-Christian moral system voters party,0.066666667,0.8,,,,,
Turns murder every opiod addict addiction abuse rate goes way,0.375,0.875,St John US Virgin Islands,,,,
Twitter n't want promote Rep. Marsha Blackburn 's latest political ad due false claims `` Ly n Crooked…,0,0,"Edmonton, Alberta ",,,,
Twitter n't want promote Rep. Marsha Blackburn 's latest political ad due its…,0,0,,,,,
Twitter opiod massess,-0.15,0.8,westcoast collective ,,,,
Two Alaska opioid distribution cases raise questions state tracking procedures,0,0,Denver Colorado,,,,
Tyler Skaggs MLB Opiods,0.25,0.5,"Camp Cutthroat, West Coast, Br",,,,
Tyler take ... two scheduled third..they work I 'm titanium stainless sardine c…,0,0,"Centre of the Universe, ON ",,,,
u going hold ALL manufacturers responsible actions ppl use products Lots ppl need…,0,0,,,,,
U guarantee lot hiding behind BOT U masquerade u said a…,0,0,"Toronto, Ontario",,,,
uhhhhh subone gets high shit I know people desperately addicted opiod,0.136363636,0.454545455,"Spokane, WA",,,,
Um opiod crisis apparently hit ... Someone send help/the police,0,0,www.linkedin.com/in/sressler,,,,
Unfortunately patient 's botched multiple partial snips nerve damage organ damage opiods end up…,0,0,Global Citizen,,,,
Unions=Why Because unions make Emlloyer pay living wage Have Healthca…,1,0.3,"New England, USA",,,,
UofM Institute Health Care amp Innovation -15-19 titled `` Taking Opiods f…,0.05,0.5,"Connecticut, USA",,,,
UofM Institute Healthcare amp Innovation -15-19…,-0.5,0.5,,,,,
upset issue opiod crisis received better tha…,0.7,0.8,"California, USA",,,,
US hospitals looking `` baby cuddlers '' comfort infants struggling opioid withdrawal,0,0,"Vancouver, British Columbia",,,,
USA crack epidemic USA opiod crises pLz hElp tHeM,0,0,,,,,
users turned Heroin addiction Painkillers longer afford is…,0,0,"Ottawa, Canada, Algonquin land",,,,
users turned Heroin addiction Painkillers longer afford or…,0,0,"Toronto, Ontario",,,,
utah actually pretty big lgbt population 's like rise opiod epidemic,0,0,"St Louis, MO",,,,
've gotten opiods addicted giving taste medicine,0,0,"Vancouver, British Columbia",,,,
Very true But like Opiods tobacco rest nobody cares because…,0.145454545,0.518181818,"Pennsylvania, USA",,,,
Viapipram opiod painkiller Approved treat androgen overdose boldface syndrome Developed replace fluoxetine,0,0,GB,,,,
Virginia Doctor Faces Life Prison Prescribing Thousands Opioid Doses 's practitioner prescrib…,0.25,0.5,All over Canada,,,,
Wait He candidate providing real solutions middle.. a…,0,0,Australia,,,,
Wait WHAT Decriminalization personal use opiods including herion WTF wrong people 🤯,0,0,,,,,
wait yang say decriminalize opiods Huh And beto agreed jesus,0,0,,,,,
Walking talk Dr Teaching others reduce opiod Rx maxi…,0.225,0.45,"Mount Pleasant, WI",,,,
Walking talk Dr Teaching others reduce opiod Rx maximize…,0,0,"Texas, USA",,,,
wants decriminalize heroin use keep heroin distribution crime In words keep demand…,0,0,"St Johnsbury, VT",,,,
wants hold accountable News flash FDA approved drugs Th…,0.125,0.166666667,"in my head, wearing sunscreen",,,,
wants open `` '' zones country fight crisis Will also agre…,0,0,,,,,
wants open `` '' zones country fight crisis Will also agree open…,0,0,"Kansas, USA",,,,
Was party thrown celebrate opiod crisis supplied something else,0,0,CHILE,,,,
Watch `` Acting CBP Commissioner Mark Morgan Kevin McAleenan stepping '' YouTube T…,0,0,,,,,
Watching debate are…,0,0,,,,,
Watching Interesting want jail exec 's pharma companies mention jaili…,0,0,,,,,
watching video kindness good health made quip endorphins “ the…,0,0,United States,,,,
Way many parents focusing unicorns butterflies pimp idea 1.5 billion dollar ca…,0,0,Your Mind,,,,
ways years old reaching sorts families including parents w/addic…,0,0,#FreeToHeal #HopeHasNoZipCode,,,,
We got something opiod epidemic It 's killing young people,-0.35,0.383333333,"Cincinnati, OH",,,,
We need `` War Opiods '' We need force `` Becky '' `` Chad '' stop social pathology get g…,0,0,Louisiana gulf coast ,,,,
We need get rid Opiods big issue country glad finally talking,-0.125,0.375,"Germiston, South Africa",,,,
We opiod problem China amp Mexico flooding our.borders.ports.airways I find appalling take cut do…,0,0,"Toronto, Ontario",,,,
We opiod problem China amp Mexico flooding our.borders.ports.airways I find appalling take cut…,0,0,"Baltimore, MD",,,,
We patient ’ left untreated/undertreated meds taken away due opiod crisis a…,0,0,Montgomery County MD,,,,
We 're bogged real enemy eanding hegemony stealing tech killing Amer…,0,0,"Austin, TX",,,,
We respect opinions I absolutely mortified yesterday I heard degradati…,0,0,"Ontario, Canada",,,,
We respect opinions I absolutely mortified yesterday I heard your…,0,0,"Phoenix, AZ *ENNUI*",,,,
We RICO opiod pushers Amy criminal enterprise,0,0,"Texas, USA",,,,
We running free Information Day /10 covering Cannabis amp spice Opiods Alcohol amp Young…,0,0,,,,,
We stop allowing opiods communities think better,0,0,USA,,,,
We thank named Sachler fentanyl/o…,0,0,"Philadelphia, PA",,,,
We 've people hungry living streets amp 're dealing epic opiod crisis Your populist s…,0,0,"London, England",,,,
WEALTH INEQUALITY HOMELESSNESS OPIOD EPIDEMIC BROKEN WELFARE MALE SUICIDES STAGNANT WAGES JOB LOSSES BIG…,-0.281818182,0.560606061,Midwest,,,,
well clean opiods year I slipped up.. hopefully n't turn relapse I fe…,0,0,"Edmonton, Alberta",,,,
Well good thing illegal use opiods yo…,0,0,,,,,
well obama/Biden thank escalating opiod crisis They allowed ter…,0,0,,,,,
Well probably could opiod stuff It 'd topical She decade early,-0.281818182,0.560606061,"Calgary, Alberta",,,,
Well really normalize opiod addiction You know 's cool ...,0,0,"Austin, TX",,,,
Well said Opiods killing many people MA AG Tierney Sackler…,0,0,Australia,,,,
Well thats cant talk jobs tax cuts budget def…,0,0,,,,,
Well Trump complain problems done help anyone me…,0.358333333,0.558333333,"Las Vegas, NV",,,,
Went docs complaining pain usual In defence accepted Cannabis way for…,-0.5,0.866666667,,,,,
What already born Will continue feeding opiods like ’ treat treat candy,0,0,"Nashville, TN",,,,
What also needs addressed lack access opiod addiction care communi…,0,0,"Nashville, TN",,,,
What big Pharma cured They treat symptoms push Opiods Really need harnessed,0,0,,,,,
What complete GD mess Such complete disapointment I remember family whining gave dr…,0,0,"Martinez, GA",,,,
What crack cocaine decriminalized Don ’ miss racial bias approaches addressing opiod ep…,0.05,0.35,Kent,,,,
What crack cocaine decriminalized Don ’ miss racial bias approaches addressing the…,0.05,0.175,"Winona, MN",,,,
What disgrace That compassion murder/suicide Allowing dying painful diseases treated o…,0,0,waiting for my spaceship🛸,,,,
What done hold responsible medical system neglected us patients What done acknowled…,0,0,"Colorado, USA",,,,
What even talking Opiods put thousands people ground an…,0,0,,,,,
What even talking Opiods put thousands people ground devast…,0,0.1,America,,,,
What garbage Opiods effective thing many others Why media allow…,0,0,"Boulder, CO",,,,
What happened America threw taxed tea supply ocean protest unfair taxation creating m…,0.358333333,0.558333333,AWGE SHIT,,,,
What happened Country We premier medical giant Drs scamming innocent ppl are…,0,0,"san francisco, ca",,,,
What happened Country We premier medical giant Drs scamming innocent ppl…,0,0,,,,,
What Johnson amp Johnson right They 've sued talcum powder opiods,0.05,0.366666667,Portland Maine,,,,
What kills I seeing doctor…,0.05,0.366666667,NYC Area,,,,
WHAT LMFAO WHAT GOV'T OFFICIALS ARE CONFESSING TO OPIOD ADDICTIONS TO BETO,0,0,Wakanda,,,,
What Most cash purchases traced non benign things Drugs Marijuana even whe…,0,0,"Bloomington, Indiana",,,,
What picker tea Opiod addict chinese indian,0.09375,0.297916667,"Bloomington, Indiana",,,,
What 's folks Amazing stories I used harp back news..like -letter network repo…,0,0,"Bloomington, Indiana",,,,
What 's folks Amazing stories I used harp back news..like -letter network reporting…,-0.281818182,0.560606061,Heartland of America 🧡🌾🌽🐷,,,,
What 's going housing crisis We got opiod epedimic issue yet overpriced housin…,0,0,,,,,
What 's going insane I n't understand logic anymore I support use NSAIDs ot…,0,0,"St Louis, MO",,,,
What 's next If one clowns gets guns …,0,0,"Oakland, CA",,,,
What supporting WALL stop flooding communities Opiod Stop hypocrite,0,0,"Washington, DC",,,,
What tells us MoscowMitch never realized Base amp Trodden Amy McGraph Car…,0,0,Citizen of Ћ World,,,,
What tells us MoscowMitch never realized Base amp Trodden Amy McGraph Care More o…,0,0,Podunk missouri,,,,
Whatever happened opiod crisis told voters would help…,0,0,"hamilton, ontario",,,,
Whatever happened opiod epidemic The Sacklers went business i…,0,0,,,,,
When already record job opportunities limited That n't mean barely break e…,0,0.1,"Nyssa, OR",,,,
When going admit 'War Drugs trillion dollar failure Decriminalize…,0,0,,,,,
When heroin amp crack rampant black neighborhoods 's-70 's mid 's respectivel…,0,0,"Oxford, Ontario",,,,
When hit pain spike pain level goes I need oramorph get take about…,0.003787879,0.193181818,,,,,
When I first started yrs ago contract got worse worse latest…,0,0,"Rexton, New Brunswick",,,,
When someone dies uneectedly economic damage goes lot cost funera…,0.25,0.4,Sunshine Coast Australia,,,,
When someone dies uneectedly economic damage goes lot cost funeral You v…,0.003787879,0.193181818,New York City,,,,
When spoke dad life extremely similar I ’ yr clean Opiod addict I writ…,-0.4,0.6,USA,,,,
Whenever I hear Opiod epidemic I reminded suffering also fits pecking order worthy a…,0,0,"Manhattan, NY",,,,
Where father Is father opiods,-0.125,0.375,Chicago ✈️ Detroit,,,,
Where opiods deeply regulated heroin bad Worse even meth,0,0,,,,,
While blacks Mexicans kill sit back Do u see laws agaimst Or shes going after…,-0.8,0.9,Winnipeg,,,,
White folks hooked opiods tryn make seem normal smh,-0.125,0.4,"Austin, TX",,,,
white opiod toothless voting poker honest,0,0,Deactur,,,,
White people get addicted opiods,-0.2,0.533333333,"Louisiana, USA",,,,
Who cares ... You 're killing children Rx DEA bill Opiod Marsha,0.5,0.5,Canada,,,,
WHO COULD HAVE SEEN THIS COMING Chronic Pain Sufferers Beg DEA Reconsider Prescription Opiod Cuts…,0,0,,,,,
Who paying opiod treatment facilities ...,0,0,"East Midlands, England",,,,
Why Are So Many People Pain Pills Thank allowing discuss import…,0,0,"Massachusetts, USA",,,,
"Why cigerettes legal They kill ,000 Americans EVERY YEAR But opiods attacked amp …",0,0.1,Abbotsford Canada,,,,
"Why cigerettes legal They kill ,000 Americans EVERY YEAR But opiods attacked amp ta…",0,0,Toronto Canada,,,,
Why conservative mid-west bible belt states like Kentucky Ohio greatest number of…,0,0,calgary,,,,
Why If doctor n't feel comfortable prescribing opiods someone hi…,0,0,Toronto,,,,
Why look vets second cousin came back fr…,0,0,,,,,
Why n't talking doctors accountability opiod mess It isnt pharmaceutical companies,0,0,"Amsterdam, The Netherlands",,,,
Why oh sound familiar Opiod Hysteria And suprise …,0,0,"London, England",,,,
Why ONLY BIG PHARMA held accountable opiod epidemic amp NOT THE PHYSICIANS WHO PRES…,0,0,,,,,
Why prescribed What matter That remark midst discussion opiods ea…,0.1,0.4,,,,,
Why receive shirt sponsorship Mundipharma one biggest suppliers…,0,0,vancouver,,,,
Why treatment alcoholics complete abstinence sobriety opiod treatment consists dos…,0,0,"New Orleans, LA",,,,
Why would n't someone opiod addiction pay HBO,0,0,"Los Angeles, CA",,,,
Why would take legal illegal opiates/opiods accounts regards death t…,0,0,"Myrtle Beach, SC",,,,
Why y'all aint energy crack 's y'all opiods crisis Oh wait I know,0,0,United States,,,,
wife started taking medical marijuana year ago instead opiods pain 's pretty f…,0.375,0.75,,,,,
Will lawyers get cash go victims opiods,0,0,"Calgary, Alberta",,,,
With arguments opiod manufacturers role development addictions I think po…,0,0,"Massachusetts, USA",,,,
With names players given opiods interesting find,0,0,"Sydney, New South Wales",,,,
With opiod addiction support really get crack reparations,0,0,,,,,
Without law order secure border chaos drugs …,0.25,0.25,,,,,
Without naming names know guys opiods,0.136363636,0.454545455,"Massachusetts, USA",,,,
